state,county,stname,ctyname,total,nonhisp_white,nonhisp_black,nonhisp_NA_alaska,nonhisp_hawai_pacific,nonhisp_asian,hisp_white,hisp_black
46,117,South Dakota,Stanley County,3098,2670,21,215,0,8,65,2
46,119,South Dakota,Sully County,1391,1291,6,35,0,0,25,0
46,121,South Dakota,Todd County,10177,758,55,8502,0,239,59,8
46,123,South Dakota,Tripp County,5441,4329,26,781,0,20,50,5
46,125,South Dakota,Turner County,8384,7943,47,56,3,19,174,4
46,127,South Dakota,Union County,15932,14505,224,118,14,232,518,18
46,129,South Dakota,Walworth County,5435,4263,26,743,0,104,85,2
46,135,South Dakota,Yankton County,22814,20005,449,631,8,192,949,45
46,137,South Dakota,Ziebach County,2756,655,15,1873,1,7,19,0
47,1,Tennessee,Anderson County,76978,68400,3058,290,41,1143,2076,96
47,3,Tennessee,Bedford County,49713,37842,3793,172,30,416,5411,406
47,5,Tennessee,Benton County,16160,14910,410,80,2,97,377,9
47,7,Tennessee,Bledsoe County,15064,13151,1154,81,5,45,396,6
47,9,Tennessee,Blount County,133088,120594,3860,378,104,1227,4168,160
47,11,Tennessee,Bradley County,108110,92048,5266,324,102,1238,6033,370
47,13,Tennessee,Campbell County,39842,38286,183,115,19,153,540,26
47,15,Tennessee,Cannon County,14678,13777,234,40,12,38,296,27
47,17,Tennessee,Carroll County,27767,23395,2753,136,11,114,652,60
47,19,Tennessee,Carter County,56391,53225,906,152,13,228,954,52
47,21,Tennessee,Cheatham County,40667,37491,812,155,22,171,1174,51
47,23,Tennessee,Chester County,17297,14705,1603,76,4,107,412,31
47,25,Tennessee,Claiborne County,31959,30333,348,98,9,291,397,4
47,27,Tennessee,Clay County,7615,7178,118,20,1,7,163,4
47,29,Tennessee,Cocke County,36004,33450,726,173,14,155,757,34
47,31,Tennessee,Coffee County,56520,49736,2125,199,27,622,2282,108
47,33,Tennessee,Crockett County,14230,10455,1929,29,4,36,1307,82
47,35,Tennessee,Cumberland County,60520,57018,366,188,32,353,1621,73
47,37,Tennessee,Davidson County,694144,391014,186387,1820,350,26896,63476,3912
47,39,Tennessee,Decatur County,11663,10661,339,25,6,67,369,16
47,41,Tennessee,DeKalb County,20490,17905,294,58,5,206,1525,113
47,43,Tennessee,Dickson County,53948,48200,2121,208,27,311,1779,85
47,45,Tennessee,Dyer County,37159,29557,5292,101,8,255,1100,95
47,47,Tennessee,Fayette County,41133,27878,11201,147,14,261,1047,119
47,49,Tennessee,Fentress County,18523,17833,77,63,4,60,240,13
47,51,Tennessee,Franklin County,42208,37136,2161,162,22,381,1385,52
47,53,Tennessee,Gibson County,49133,37861,8794,123,9,160,1167,80
47,55,Tennessee,Giles County,29464,24701,2996,114,9,158,744,38
47,57,Tennessee,Grainger County,23320,21936,183,69,7,63,691,40
47,59,Tennessee,Greene County,69069,64071,1459,171,17,391,1832,74
47,61,Tennessee,Grundy County,13427,12868,85,75,1,51,157,4
47,63,Tennessee,Hamblen County,64934,52598,2469,142,136,597,6717,432
47,65,Tennessee,Hamilton County,367804,260760,69910,863,189,7766,18534,1246
47,67,Tennessee,Hancock County,6620,6396,36,27,3,13,34,2
47,69,Tennessee,Hardeman County,25050,13503,10502,69,4,188,320,75
47,71,Tennessee,Hardin County,25652,23510,835,119,7,136,585,23
47,73,Tennessee,Hawkins County,56786,53897,814,145,10,308,804,37
47,75,Tennessee,Haywood County,17304,7611,8668,47,0,35,573,93
47,77,Tennessee,Henderson County,28117,24574,2132,71,5,98,587,48
47,79,Tennessee,Henry County,32345,28125,2406,120,6,177,803,48
47,81,Tennessee,Hickman County,25178,22672,1231,155,3,85,574,30
47,83,Tennessee,Houston County,8201,7522,231,27,5,40,173,12
47,85,Tennessee,Humphreys County,18582,17144,491,79,8,91,390,29
47,87,Tennessee,Jackson County,11786,11209,71,73,3,17,232,2
47,89,Tennessee,Jefferson County,54495,50038,1043,203,32,377,1821,99
47,91,Tennessee,Johnson County,17788,16710,391,62,5,48,340,8
47,93,Tennessee,Knox County,470313,385509,40937,1075,321,11208,18485,1076
47,95,Tennessee,Lake County,7016,4716,1947,27,1,17,145,15
47,97,Tennessee,Lauderdale County,25633,15383,8871,166,0,134,481,114
47,99,Tennessee,Lawrence County,44142,41195,772,186,3,216,929,31
47,101,Tennessee,Lewis County,12268,11401,245,62,11,71,256,10
47,103,Tennessee,Lincoln County,34366,29673,2324,207,26,166,1028,80
47,105,Tennessee,Loudon County,54068,47116,722,184,31,457,4481,132
47,107,Tennessee,McMinn County,53794,47698,1988,198,8,384,2072,127
47,109,Tennessee,McNairy County,25694,23010,1541,66,2,92,478,26
47,111,Tennessee,Macon County,24602,22548,246,82,9,180,1020,49
47,113,Tennessee,Madison County,97984,54478,36650,178,31,1098,3240,304
47,115,Tennessee,Marion County,28907,26425,1151,125,6,183,488,24
47,117,Tennessee,Marshall County,34375,29312,2156,119,12,216,1734,85
47,119,Tennessee,Maury County,96387,75819,11342,332,32,880,5251,223
47,121,Tennessee,Meigs County,12422,11656,196,84,6,41,206,7
47,123,Tennessee,Monroe County,46545,42263,903,232,20,188,1865,128
47,125,Tennessee,Montgomery County,208993,130153,42545,952,759,4549,16982,2037
47,127,Tennessee,Moore County,6488,6000,156,19,1,116,99,7
47,129,Tennessee,Morgan County,21403,19854,787,97,12,52,258,3
47,131,Tennessee,Obion County,30069,24789,3178,75,8,117,1249,74
47,133,Tennessee,Overton County,22241,21314,144,81,2,79,324,6
47,135,Tennessee,Perry County,8076,7385,182,55,2,64,184,10
47,137,Tennessee,Pickett County,5048,4855,14,13,4,3,102,2
47,139,Tennessee,Polk County,16832,15938,111,84,4,53,292,9
47,141,Tennessee,Putnam County,80245,70562,1762,248,35,1132,4326,165
47,143,Tennessee,Rhea County,33167,29901,656,124,16,190,1488,64
47,145,Tennessee,Roane County,53382,49384,1420,211,25,320,925,46
47,147,Tennessee,Robertson County,71813,59317,5371,219,42,459,4620,233
47,149,Tennessee,Rutherford County,332285,229715,52573,905,211,11761,24915,1483
47,151,Tennessee,Scott County,22068,21413,57,78,1,64,215,11
47,153,Tennessee,Sequatchie County,15026,14008,94,67,10,64,476,23
47,155,Tennessee,Sevier County,98250,87800,1141,397,36,1139,5563,235
47,157,Tennessee,Shelby County,937166,330544,503200,1486,173,26055,52682,5413
47,159,Tennessee,Smith County,20157,18670,437,84,2,73,530,19
47,161,Tennessee,Stewart County,13715,12513,246,91,7,138,411,13
47,163,Tennessee,Sullivan County,158348,147478,3534,466,52,1235,2708,166
47,165,Tennessee,Sumner County,191283,158842,15336,491,126,2923,8815,462
47,167,Tennessee,Tipton County,61599,46567,11265,240,77,449,1411,135
47,169,Tennessee,Trousdale County,11284,9429,1272,39,1,52,228,12
47,171,Tennessee,Unicoi County,17883,16542,70,56,4,46,880,24
47,173,Tennessee,Union County,19972,19160,93,64,4,33,298,10
47,175,Tennessee,Van Buren County,5872,5584,46,23,1,11,102,8
47,177,Tennessee,Warren County,41277,34931,1344,133,11,323,3423,232
47,179,Tennessee,Washington County,129375,114147,5536,374,41,2160,3956,224
47,181,Tennessee,Wayne County,16673,14918,1109,64,2,43,329,12
47,183,Tennessee,Weakley County,33328,28827,2505,102,16,390,792,58
47,185,Tennessee,White County,27345,25463,477,104,24,107,662,26
47,187,Tennessee,Williamson County,238412,199739,10327,407,110,12200,10659,308
47,189,Tennessee,Wilson County,144657,121712,10548,481,77,2535,5787,286
48,1,Texas,Anderson County,57735,33638,12135,243,30,385,9397,493
48,3,Texas,Andrews County,18705,7461,282,117,1,103,10180,100
48,5,Texas,Angelina County,86715,51947,13002,270,28,780,18279,593
48,7,Texas,Aransas County,23510,15710,300,172,7,449,6131,106
48,9,Texas,Archer County,8553,7550,70,73,6,35,588,26
48,11,Texas,Armstrong County,1887,1663,15,20,0,1,154,7
48,13,Texas,Atascosa County,51153,16782,441,175,30,196,31973,250
48,15,Texas,Austin County,30032,18427,2560,86,5,209,7814,219
48,17,Texas,Bailey County,7000,2312,82,30,0,44,4133,67
48,19,Texas,Bandera County,23112,17738,224,165,1,126,4294,32
48,21,Texas,Bastrop County,88723,45358,5812,370,62,642,32292,645
48,23,Texas,Baylor County,3509,2820,89,9,3,14,444,19
48,25,Texas,Bee County,32565,10034,2712,81,10,180,18655,194
48,27,Texas,Bell County,362924,161752,80677,1690,2537,10484,76839,8038
48,29,Texas,Bexar County,2003554,542675,148558,4620,2492,59329,1145443,23844
48,31,Texas,Blanco County,11931,9125,129,69,6,105,2157,54
48,33,Texas,Borden County,654,516,6,5,0,1,105,0
48,35,Texas,Bosque County,18685,14410,323,95,3,91,3273,83
48,37,Texas,Bowie County,93245,58870,23299,640,62,1101,6163,395
48,39,Texas,Brazoria County,374264,169600,53768,1253,162,25308,110730,2844
48,41,Texas,Brazos County,229211,126413,24296,642,171,14110,56106,1316
48,43,Texas,Brewster County,9203,4582,120,66,7,138,3914,33
48,45,Texas,Briscoe County,1546,1064,50,6,0,4,374,1
48,47,Texas,Brooks County,7093,482,39,13,0,64,6361,39
48,49,Texas,Brown County,37864,26744,1364,187,17,272,8242,180
48,51,Texas,Burleson County,18443,11850,2263,81,6,82,3621,87
48,53,Texas,Burnet County,48155,35194,832,263,28,413,10166,150
48,55,Texas,Caldwell County,43664,16696,2481,124,15,392,22099,393
48,57,Texas,Calhoun County,21290,8889,526,59,5,1111,10123,140
48,59,Texas,Callahan County,13943,11937,208,87,9,94,1268,29
48,61,Texas,Cameron County,423163,36381,1594,517,128,2804,374395,1876
48,63,Texas,Camp County,13094,7197,2060,52,18,105,3096,106
48,65,Texas,Carson County,5926,5067,58,73,3,35,531,7
48,67,Texas,Cass County,30026,22808,5053,164,7,146,1219,64
48,69,Texas,Castro County,7530,2316,152,39,0,42,4744,50
48,71,Texas,Chambers County,43837,28761,3394,179,29,530,9634,243
48,73,Texas,Cherokee County,52646,31593,7259,181,13,246,11157,361
48,75,Texas,Childress County,7306,4046,748,49,2,52,2225,43
48,77,Texas,Clay County,10471,9327,88,105,1,50,618,22
48,79,Texas,Cochran County,2853,961,99,20,3,8,1626,27
48,81,Texas,Coke County,3387,2514,25,31,1,5,680,10
48,83,Texas,Coleman County,8175,6244,235,52,1,87,1285,29
48,85,Texas,Collin County,1034730,570008,107723,3910,738,167089,146663,4669
48,87,Texas,Collingsworth County,2920,1678,152,46,0,3,888,34
48,89,Texas,Colorado County,21493,11966,2470,49,12,121,6018,223
48,91,Texas,Comal County,156209,103953,3592,556,109,1957,41242,597
48,93,Texas,Comanche County,13635,9361,62,82,5,75,3648,86
48,95,Texas,Concho County,2726,1650,37,16,1,47,905,23
48,97,Texas,Cooke County,41257,30694,1348,336,21,377,7247,142
48,99,Texas,Coryell County,75951,43753,12501,493,650,1471,12059,964
48,101,Texas,Cottle County,1398,892,144,1,1,1,311,12
48,103,Texas,Crane County,4797,1405,127,39,1,20,3018,49
48,105,Texas,Crockett County,3464,1083,18,24,0,31,2160,37
48,107,Texas,Crosby County,5737,2230,172,21,2,13,3079,59
48,109,Texas,Culberson County,2171,472,34,19,1,37,1496,5
48,111,Texas,Dallam County,7287,3478,144,54,6,56,3246,46
48,113,Texas,Dallas County,2635516,745508,597570,7293,1126,172416,1008627,23777
48,115,Texas,Dawson County,12728,4378,673,33,6,139,7010,123
48,117,Texas,Deaf Smith County,18546,4306,215,63,2,96,13141,204
48,119,Texas,Delta County,5331,4236,338,96,1,36,389,20
48,121,Texas,Denton County,887207,511351,93153,3785,741,84494,159516,4656
48,123,Texas,DeWitt County,20160,10931,1634,58,1,70,6813,206
48,125,Texas,Dickens County,2211,1365,106,21,0,23,588,21
48,127,Texas,Dimmit County,10124,1034,114,16,1,65,8659,56
48,129,Texas,Donley County,3278,2623,190,29,2,19,351,8
48,131,Texas,Duval County,11157,977,114,27,7,40,9783,46
48,133,Texas,Eastland County,18360,14401,336,121,9,135,2906,61
48,135,Texas,Ector County,166223,50570,7361,672,266,1825,99216,1515
48,137,Texas,Edwards County,1932,818,10,14,0,6,1009,13
48,139,Texas,Ellis County,184826,108813,21380,719,170,1378,46556,1089
48,141,Texas,El Paso County,839238,97247,25877,2348,1231,9490,673516,7568
48,143,Texas,Erath County,42698,31567,772,222,34,385,8526,95
48,145,Texas,Falls County,17297,8741,3969,82,17,88,3689,211
48,147,Texas,Fannin County,35514,27787,2214,344,16,264,3850,79
48,149,Texas,Fayette County,25346,17991,1485,89,8,99,4978,116
48,151,Texas,Fisher County,3830,2535,130,24,0,15,983,25
48,153,Texas,Floyd County,5712,2072,191,20,4,23,3178,53
48,155,Texas,Foard County,1155,859,54,3,0,8,204,1
48,157,Texas,Fort Bend County,811688,258729,165868,1595,383,167664,185538,7292
48,159,Texas,Franklin County,10725,8352,414,60,3,107,1477,36
48,161,Texas,Freestone County,19717,13062,3010,86,5,113,2656,114
48,163,Texas,Frio County,20306,2853,602,45,4,497,15635,239
48,165,Texas,Gaines County,21492,11687,366,71,0,74,8707,132
48,167,Texas,Galveston County,342139,193946,42953,1221,200,11442,80639,2321
48,169,Texas,Garza County,6229,2473,389,34,2,26,3073,69
48,171,Texas,Gillespie County,26988,20007,103,96,23,131,6035,78
48,173,Texas,Glasscock County,1409,821,21,5,2,2,547,1
48,175,Texas,Goliad County,7658,4452,309,42,0,32,2590,75
48,177,Texas,Gonzales County,20837,8562,1242,67,9,93,9944,312
48,179,Texas,Gray County,21886,13577,1121,167,1,118,6085,115
48,181,Texas,Grayson County,136212,101621,7963,1887,75,2042,17625,464
48,183,Texas,Gregg County,123945,70670,25098,518,53,1623,21585,814
48,185,Texas,Grimes County,28880,16805,4299,129,16,101,6610,163
48,187,Texas,Guadalupe County,166847,82239,13137,536,267,3001,59804,1604
48,189,Texas,Hale County,33406,10988,1617,126,20,172,19134,320
48,191,Texas,Hall County,2964,1629,241,15,0,5,953,29
48,193,Texas,Hamilton County,8461,7056,59,54,2,59,955,26
48,195,Texas,Hansford County,5399,2616,36,15,3,19,2529,20
48,197,Texas,Hardeman County,3933,2670,192,22,0,20,868,32
48,199,Texas,Hardin County,57602,49591,3160,241,12,407,3127,72
48,201,Texas,Harris County,4713325,1353078,886956,8577,2471,335133,1925611,53890
48,203,Texas,Harrison County,66553,41951,13735,325,32,459,7932,314
48,205,Texas,Hartley County,5576,3523,377,25,2,44,1502,15
48,207,Texas,Haskell County,5658,3655,213,29,0,49,1484,58
48,209,Texas,Hays County,230191,120830,8942,730,167,3536,86297,1712
48,211,Texas,Hemphill County,3819,2389,15,27,3,41,1238,17
48,213,Texas,Henderson County,82737,64069,5125,474,43,516,10236,208
48,215,Texas,Hidalgo County,868707,51644,3625,507,103,7945,790785,4122
48,217,Texas,Hill County,36649,25665,2261,166,40,200,7157,195
48,219,Texas,Hockley County,23021,10642,789,101,6,92,10718,138
48,221,Texas,Hood County,61643,51471,624,377,41,501,7339,85
48,223,Texas,Hopkins County,37084,26995,2618,202,26,239,5902,137
48,225,Texas,Houston County,22968,14130,5637,86,2,172,2377,148
48,227,Texas,Howard County,36664,17578,2115,258,23,361,14755,449
48,229,Texas,Hudspeth County,4886,838,149,21,4,50,3568,39
48,231,Texas,Hunt County,98594,69449,7715,786,127,1380,15826,415
48,233,Texas,Hutchinson County,20938,14559,524,305,4,141,4643,101
48,235,Texas,Irion County,1536,1088,16,11,0,8,374,3
48,237,Texas,Jack County,8935,6841,349,47,4,49,1457,17
48,239,Texas,Jackson County,14760,8540,896,58,2,156,4645,99
48,241,Texas,Jasper County,35529,26599,5588,194,20,189,2164,105
48,243,Texas,Jeff Davis County,2274,1430,13,16,2,34,697,17
48,245,Texas,Jefferson County,251565,99026,83224,800,106,9539,49524,2583
48,247,Texas,Jim Hogg County,5200,286,33,17,0,26,4764,8
48,249,Texas,Jim Wells County,40482,7289,296,127,11,189,31714,137
48,251,Texas,Johnson County,175817,123189,6635,887,763,1572,37142,750
48,253,Texas,Jones County,20083,11648,2403,84,1,113,4992,255
48,255,Texas,Karnes County,15601,5328,1302,36,3,59,8440,121
48,257,Texas,Kaufman County,136154,81430,18145,664,89,1842,29228,789
48,259,Texas,Kendall County,47431,33811,559,190,29,591,11002,128
48,261,Texas,Kenedy County,404,82,9,7,0,3,282,8
48,263,Texas,Kent County,762,584,7,7,1,0,133,2
48,265,Texas,Kerr County,52600,35928,780,278,35,546,13408,258
48,267,Texas,Kimble County,4337,3142,29,28,2,36,1031,9
48,269,Texas,King County,272,214,0,2,1,0,44,0
48,271,Texas,Kinney County,3667,1259,40,27,0,11,2161,40
48,273,Texas,Kleberg County,30680,6129,1014,63,36,673,21717,245
48,275,Texas,Knox County,3664,2106,192,21,1,10,1183,22
48,277,Texas,Lamar County,49859,36638,6560,686,16,376,3615,173
48,279,Texas,Lamb County,12893,5014,445,56,5,28,6742,153
48,281,Texas,Lampasas County,21428,15511,768,162,91,251,3735,139
48,283,Texas,La Salle County,7520,838,54,34,0,27,6408,65
48,285,Texas,Lavaca County,20154,14680,1170,45,18,100,3610,143
48,287,Texas,Lee County,17239,10834,1775,66,20,83,3913,85
48,289,Texas,Leon County,17404,13196,1203,86,2,106,2409,75
48,291,Texas,Liberty County,88219,53005,7981,359,45,477,23340,560
48,293,Texas,Limestone County,23437,13623,3924,87,8,166,4796,174
48,295,Texas,Lipscomb County,3233,1963,30,37,0,22,1008,37
48,297,Texas,Live Oak County,12207,6462,504,80,7,71,4771,80
48,299,Texas,Llano County,21795,18747,208,129,7,115,2155,43
48,301,Texas,Loving County,169,137,6,1,0,2,23,0
48,303,Texas,Lubbock County,310569,163533,21895,1238,220,6905,105232,2507
48,305,Texas,Lynn County,5951,2970,116,23,1,9,2580,37
48,307,Texas,McCulloch County,7984,4996,153,39,4,55,2431,79
48,309,Texas,McLennan County,256623,142240,35755,840,159,4138,63034,2306
48,311,Texas,McMullen County,743,400,16,4,0,4,295,2
48,313,Texas,Madison County,14284,7725,2750,45,6,104,3139,120
48,315,Texas,Marion County,9854,6992,2023,90,3,91,353,32
48,317,Texas,Martin County,5771,2818,105,28,3,27,2580,66
48,319,Texas,Mason County,4274,3109,18,15,0,13,1022,20
48,321,Texas,Matagorda County,36643,15849,3787,145,10,633,14795,337
48,323,Texas,Maverick County,58722,1577,173,659,8,334,54897,245
48,325,Texas,Medina County,51584,22037,1340,205,51,339,26101,264
48,327,Texas,Menard County,2138,1281,30,13,0,4,752,7
48,329,Texas,Midland County,176832,77834,10915,804,107,3780,77485,1290
48,331,Texas,Milam County,24823,15397,2121,121,8,224,6062,238
48,333,Texas,Mills County,4873,3858,43,11,1,15,827,14
48,335,Texas,Mitchell County,8545,3974,888,59,4,42,3101,135
48,337,Texas,Montague County,19818,16934,132,155,5,77,1979,35
48,339,Texas,Montgomery County,607391,391093,32465,2186,392,19039,142552,3073
48,341,Texas,Moore County,20940,6576,760,124,38,1258,11465,125
48,343,Texas,Morris County,12388,7891,2680,98,6,74,1120,76
48,345,Texas,Motley County,1200,915,29,13,0,0,204,7
48,347,Texas,Nacogdoches County,65204,38631,11485,251,18,791,11978,400
48,349,Texas,Navarro County,50113,27400,6310,210,817,300,13200,367
48,351,Texas,Newton County,13595,9968,2663,112,2,76,463,20
48,353,Texas,Nolan County,14714,7957,637,69,8,88,5355,134
48,355,Texas,Nueces County,362294,103942,12575,916,276,7396,225311,2894
48,357,Texas,Ochiltree County,9836,4112,62,65,7,40,5188,73
48,359,Texas,Oldham County,2112,1602,69,16,1,30,325,10
48,361,Texas,Orange County,83396,66534,7147,417,65,945,6364,220
48,363,Texas,Palo Pinto County,29189,21785,663,173,17,268,5488,79
48,365,Texas,Panola County,23194,16874,3586,99,5,196,1809,58
48,367,Texas,Parker County,142878,118054,2113,938,83,883,17430,263
48,369,Texas,Parmer County,9605,3161,101,25,7,59,5863,70
48,371,Texas,Pecos County,15823,3924,615,78,7,167,10546,100
48,373,Texas,Polk County,51353,36394,4949,897,29,408,7276,214
48,375,Texas,Potter County,117415,50752,11840,587,56,6572,42500,1207
48,377,Texas,Presidio County,6704,863,64,29,0,200,5320,33
48,379,Texas,Rains County,12514,10615,310,118,2,101,1085,29
48,381,Texas,Randall County,137713,96360,4268,682,53,2289,29580,616
48,383,Texas,Reagan County,3849,969,96,12,0,16,2571,40
48,385,Texas,Real County,3452,2361,31,27,12,9,894,6
48,387,Texas,Red River County,12023,8867,1935,139,1,38,677,57
48,389,Texas,Reeves County,15976,2904,776,52,5,230,11599,111
48,391,Texas,Refugio County,6948,2905,364,40,0,51,3336,71
48,393,Texas,Roberts County,854,736,0,8,0,2,83,1
48,395,Texas,Robertson County,17074,9658,3255,62,8,136,3337,189
48,397,Texas,Rockwall County,104915,72354,7412,490,83,3225,18159,371
48,399,Texas,Runnels County,10264,6217,208,69,1,121,3318,57
48,401,Texas,Rusk County,54406,34256,9283,251,20,295,8649,238
48,403,Texas,Sabine County,10542,9025,710,88,1,41,449,19
48,405,Texas,San Augustine County,8237,5691,1737,35,0,24,541,17
48,407,Texas,San Jacinto County,28859,21428,2610,172,16,149,3598,128
48,409,Texas,San Patricio County,66730,25122,1004,220,78,689,37639,384
48,411,Texas,San Saba County,6055,3836,218,40,0,38,1734,24
48,413,Texas,Schleicher County,2793,1198,35,3,0,10,1440,15
48,415,Texas,Scurry County,16703,8745,785,70,4,89,6353,130
48,417,Texas,Shackelford County,3265,2782,34,13,2,15,314,26
48,419,Texas,Shelby County,25274,15489,4342,93,7,313,4281,149
48,421,Texas,Sherman County,3022,1598,40,13,0,12,1264,17
48,423,Texas,Smith County,232751,137671,40165,774,163,3665,43304,1281
48,425,Texas,Somervell County,9128,7098,94,71,1,66,1457,22
48,427,Texas,Starr County,64633,2102,78,25,6,109,61636,184
48,429,Texas,Stephens County,9366,6590,252,72,6,72,2158,28
48,431,Texas,Sterling County,1291,705,24,11,1,2,501,3
48,433,Texas,Stonewall County,1350,1021,40,9,0,17,216,5
48,435,Texas,Sutton County,3776,1324,16,7,0,8,2306,20
48,437,Texas,Swisher County,7397,3315,570,43,9,31,3094,68
48,439,Texas,Tarrant County,2102515,953162,357639,7559,4032,118294,573636,17913
48,441,Texas,Taylor County,138034,86509,10277,598,112,3014,31064,1269
48,443,Texas,Terrell County,776,335,8,10,0,9,372,5
48,445,Texas,Terry County,12337,4734,495,49,2,45,6583,85
48,447,Texas,Throckmorton County,1501,1236,13,15,0,8,203,1
48,449,Texas,Titus County,32750,14533,2934,139,18,337,13223,312
48,451,Texas,Tom Green County,119200,62425,4316,451,149,1462,45588,900
48,453,Texas,Travis County,1273954,622339,102257,3102,896,91682,393111,11001
48,455,Texas,Trinity County,14651,11416,1290,92,5,64,1430,21
48,457,Texas,Tyler County,21672,17005,2302,136,12,128,1587,126
48,459,Texas,Upshur County,41753,33509,3205,265,11,185,3351,105
48,461,Texas,Upton County,3657,1494,82,44,0,11,1848,43
48,463,Texas,Uvalde County,26741,6736,178,60,8,174,18811,165
48,465,Texas,Val Verde County,49025,7210,668,113,48,335,39170,356
48,467,Texas,Van Zandt County,56590,46905,1548,365,78,272,6083,109
48,469,Texas,Victoria County,92084,40404,5292,238,25,1160,41972,755
48,471,Texas,Walker County,72971,40969,16823,253,52,762,12092,383
48,473,Texas,Waller County,55246,23506,13005,197,25,686,15699,502
48,475,Texas,Ward County,11998,4611,484,65,2,49,6214,151
48,477,Texas,Washington County,35882,22739,6072,101,13,574,5452,253
48,479,Texas,Webb County,276652,10048,879,103,32,1343,259892,1154
48,481,Texas,Wharton County,41556,18073,5208,92,11,200,16763,438
48,483,Texas,Wheeler County,5056,3494,136,36,0,41,1176,21
48,485,Texas,Wichita County,132230,85406,13784,1016,115,2655,23594,895
48,487,Texas,Wilbarger County,12769,7265,947,116,6,385,3524,104
48,489,Texas,Willacy County,21358,1820,409,31,1,140,18479,175
48,491,Texas,Williamson County,590551,342586,39330,1933,612,46076,133693,4216
48,493,Texas,Wilson County,51070,28834,758,191,32,255,19674,196
48,495,Texas,Winkler County,8010,2719,169,42,1,50,4679,105
48,497,Texas,Wise County,69984,53207,926,500,30,401,13124,186
48,499,Texas,Wood County,45539,37327,2357,246,19,252,4169,173
48,501,Texas,Yoakum County,8713,2589,84,37,1,42,5671,49
48,503,Texas,Young County,18010,13853,244,108,7,109,3173,63
48,505,Texas,Zapata County,14179,649,42,21,1,24,13301,36
48,507,Texas,Zavala County,11840,577,68,20,5,16,10851,84
49,1,Utah,Beaver County,6710,5626,14,59,21,51,699,10
49,3,Utah,Box Elder County,56046,48585,232,375,93,415,4759,98
49,5,Utah,Cache County,128289,107176,1068,674,458,2843,12051,315
49,7,Utah,Carbon County,20463,16960,97,189,32,124,2447,29
49,9,Utah,Daggett County,950,876,2,7,1,3,30,0
49,11,Utah,Davis County,355481,295816,4317,1586,2627,6933,31698,775
49,13,Utah,Duchesne County,19938,16876,70,730,60,82,1253,38
49,15,Utah,Emery County,10012,9071,31,81,9,51,576,14
49,17,Utah,Garfield County,5051,4453,21,111,16,52,263,8
49,19,Utah,Grand County,9754,7985,66,366,12,146,843,23
49,21,Utah,Iron County,54839,47059,303,1005,184,452,4167,89
49,23,Utah,Juab County,12017,10942,42,107,29,47,586,29
49,25,Utah,Kane County,7886,7142,48,123,12,72,327,13
49,27,Utah,Millard County,13188,10922,39,137,17,189,1453,36
49,29,Utah,Morgan County,12124,11449,47,41,26,60,337,10
49,31,Utah,Piute County,1479,1323,3,8,3,6,101,1
49,33,Utah,Rich County,2483,2264,8,13,2,3,150,1
49,35,Utah,Salt Lake County,1160437,815955,21279,7685,19094,51190,195081,4709
49,37,Utah,San Juan County,15308,6780,57,7197,15,86,538,7
49,39,Utah,Sanpete County,30939,26597,282,295,164,224,2472,74
49,41,Utah,Sevier County,21620,19735,108,223,47,70,985,15
49,43,Utah,Summit County,42145,35397,410,130,44,712,4429,91
49,45,Utah,Tooele County,72259,59583,531,556,461,506,8405,114
49,47,Utah,Uintah County,35734,29116,169,2453,84,189,2351,71
49,49,Utah,Utah County,636235,519850,3900,2925,5551,11360,69941,1363
49,51,Utah,Wasatch County,34091,28351,183,87,67,306,4181,98
49,53,Utah,Washington County,177556,148785,1197,1858,1501,1674,16741,434
49,55,Utah,Wayne County,2711,2437,11,16,5,20,161,2
49,57,Utah,Weber County,260213,196648,3521,1364,758,3780,43348,1014
50,1,Vermont,Addison County,36777,34046,449,86,11,667,695,41
50,3,Vermont,Bennington County,35470,33227,435,81,15,390,646,49
50,5,Vermont,Caledonia County,29993,28407,231,139,6,276,409,36
50,7,Vermont,Chittenden County,163774,144580,3961,271,53,7400,3309,215
50,9,Vermont,Essex County,6163,5862,35,34,0,44,73,2
50,11,Vermont,Franklin County,49402,46214,339,473,12,399,701,31
50,13,Vermont,Grand Isle County,7235,6675,60,97,6,44,126,5
50,15,Vermont,Lamoille County,25362,23919,277,86,6,171,396,21
50,17,Vermont,Orange County,28892,27629,184,99,6,162,353,11
50,19,Vermont,Orleans County,27037,25615,208,149,8,118,374,19
50,21,Vermont,Rutland County,58191,55332,376,137,13,569,777,43
50,23,Vermont,Washington County,58409,54947,508,146,21,549,1005,40
50,25,Vermont,Windham County,42222,39141,583,112,21,497,844,65
50,27,Vermont,Windsor County,55062,51945,506,148,19,527,855,44
51,1,Virginia,Accomack County,32316,19352,9104,113,37,242,2547,200
51,3,Virginia,Albemarle County,109330,84045,10281,163,66,5963,5343,319
51,5,Virginia,Alleghany County,14860,13583,682,38,11,46,200,16
51,7,Virginia,Amelia County,13145,9729,2662,44,0,61,321,26
51,9,Virginia,Amherst County,31605,23671,5977,271,13,177,628,64
51,11,Virginia,Appomattox County,15911,12262,2932,34,7,61,259,19
51,13,Virginia,Arlington County,236842,145305,21492,416,191,25536,32334,1430
51,15,Virginia,Augusta County,75558,68150,3381,146,20,466,1952,137
51,17,Virginia,Bath County,4147,3778,188,7,0,19,75,13
